No,Tanggal,Sopir,Plat Nomor,Order,Volume (L),Pemasukan,Pengeluaran,Jenis Transaksi,Jumlah,Keterangan
566.0,2024-12-07,Pak Eko,H 5678 XY,Servis Mesin,8400.0,0.0,182271.0,Pengeluaran,-182271.0,Biaya servis mesin
567.0,2024-12-08,Pak Rudi,H 4444 DD,Depot Air Segar,10000.0,335360.0,0.0,Pemasukan,335360.0,Pembayaran lunas
568.0,2024-12-08,Pak Dedi,H 2222 BB,Warung Makan Sari Rasa,10000.0,356707.0,0.0,Pemasukan,356707.0,Pembayaran lunas
569.0,2024-12-08,Pak Dedi,H 1111 AA,Isi Solar,8400.0,0.0,82453.0,Pengeluaran,-82453.0,Biaya isi solar
570.0,2024-12-09,Pak Joko,H 4444 DD,Depot Tirta Jaya,8000.0,379326.0,0.0,Pemasukan,379326.0,Pembayaran lunas
571.0,2024-12-09,Pak Dedi,H 5678 XY,Toko Maju Jaya,10000.0,333951.0,0.0,Pemasukan,333951.0,Pembayaran lunas
572.0,2024-12-09,Pak Joko,H 1234 CD,Depot Air Sehat,10000.0,298714.0,0.0,Pemasukan,298714.0,Pembayaran lunas
573.0,2024-12-10,Pak Dedi,H 1234 CD,Warung Makan Sari Rasa,6000.0,357528.0,0.0,Pemasukan,357528.0,Pembayaran lunas
574.0,2024-12-10,Pak Hendra,H 4444 DD,Depot Tirta Jaya,10000.0,288367.0,0.0,Pemasukan,288367.0,Pembayaran lunas
575.0,2024-12-11,Pak Andi,H 2222 BB,Isi Solar,8400.0,0.0,219611.0,Pengeluaran,-219611.0,Biaya isi solar
576.0,2024-12-11,Pak Joko,H 4444 DD,Isi Solar,8400.0,0.0,230848.0,Pengeluaran,-230848.0,Biaya isi solar
577.0,2024-12-12,Pak Rudi,H 3333 CC,Toko Maju Jaya,6000.0,382932.0,0.0,Pemasukan,382932.0,Pembayaran lunas
578.0,2024-12-12,Pak Rudi,H 2222 BB,Cuci Truk,8400.0,0.0,79477.0,Pengeluaran,-79477.0,Biaya cuci truk
579.0,2024-12-13,Pak Rudi,H 1234 CD,Toko Sumber Rejeki,6000.0,305660.0,0.0,Pemasukan,305660.0,Pembayaran lunas
580.0,2024-12-13,Pak Andi,H 1234 CD,Depot Air Segar,10000.0,293191.0,0.0,Pemasukan,293191.0,Pembayaran lunas
581.0,2024-12-13,Pak Andi,H 3333 CC,Warung Lesehan Berkah,6000.0,312678.0,0.0,Pemasukan,312678.0,Pembayaran lunas
582.0,2024-12-14,Pak Hendra,H 1234 CD,Warung Makan Sari Rasa,8000.0,316551.0,0.0,Pemasukan,316551.0,Pembayaran lunas
583.0,2024-12-14,Pak Eko,H 5678 XY,Perbaikan Ban,8400.0,0.0,249540.0,Pengeluaran,-249540.0,Biaya perbaikan ban
584.0,2024-12-14,Pak Andi,H 4444 DD,Toko Maju Jaya,8000.0,393862.0,0.0,Pemasukan,393862.0,Pembayaran lunas
585.0,2024-12-15,Pak Budi,H 2222 BB,Isi Solar,8400.0,0.0,158975.0,Pengeluaran,-158975.0,Biaya isi solar
586.0,2024-12-15,Pak Andi,H 1234 CD,Depot Air Sehat,8000.0,306020.0,0.0,Pemasukan,306020.0,Pembayaran lunas
587.0,2024-12-16,Pak Slamet,H 1111 AA,Servis Mesin,8400.0,0.0,245474.0,Pengeluaran,-245474.0,Biaya servis mesin
588.0,2024-12-16,Pak Dedi,H 1111 AA,Servis Mesin,8400.0,0.0,74816.0,Pengeluaran,-74816.0,Biaya servis mesin
589.0,2024-12-17,Pak Eko,H 3333 CC,Warung Lesehan Berkah,10000.0,341755.0,0.0,Pemasukan,341755.0,Pembayaran lunas
590.0,2024-12-17,Pak Eko,H 3333 CC,Isi Solar,8400.0,0.0,73891.0,Pengeluaran,-73891.0,Biaya isi solar
591.0,2024-12-17,Pak Hendra,H 4444 DD,Warung Bu Darmi,8000.0,363207.0,0.0,Pemasukan,363207.0,Pembayaran lunas
592.0,2024-12-18,Pak Hendra,H 5678 XY,Depot Air Sehat,10000.0,321729.0,0.0,Pemasukan,321729.0,Pembayaran lunas
593.0,2024-12-18,Pak Rudi,H 2222 BB,Isi Solar,8400.0,0.0,147605.0,Pengeluaran,-147605.0,Biaya isi solar
594.0,2024-12-18,Pak Eko,H 2222 BB,Warung Lesehan Berkah,10000.0,396046.0,0.0,Pemasukan,396046.0,Pembayaran lunas
595.0,2024-12-18,Pak Slamet,H 3333 CC,Warung Bu Darmi,6000.0,353557.0,0.0,Pemasukan,353557.0,Pembayaran lunas
596.0,2024-12-19,Pak Dedi,H 1234 CD,Warung Lesehan Berkah,8000.0,354917.0,0.0,Pemasukan,354917.0,Pembayaran lunas
597.0,2024-12-19,Pak Andi,H 1111 AA,Perbaikan Ban,8400.0,0.0,213816.0,Pengeluaran,-213816.0,Biaya perbaikan ban
598.0,2024-12-20,Pak Andi,H 2222 BB,Servis Mesin,8400.0,0.0,199272.0,Pengeluaran,-199272.0,Biaya servis mesin
599.0,2024-12-20,Pak Dedi,H 2222 BB,Warung Lesehan Berkah,8000.0,391317.0,0.0,Pemasukan,391317.0,Pembayaran lunas
600.0,2024-12-20,Pak Hendra,H 3333 CC,Warung Lesehan Berkah,8000.0,382145.0,0.0,Pemasukan,382145.0,Pembayaran lunas
601.0,2024-12-20,Pak Dedi,H 4444 DD,Ganti Oli,8400.0,0.0,102828.0,Pengeluaran,-102828.0,Biaya ganti oli
602.0,2024-12-21,Pak Budi,H 1111 AA,Warung Lesehan Berkah,10000.0,343374.0,0.0,Pemasukan,343374.0,Pembayaran lunas
603.0,2024-12-21,Pak Dedi,H 1234 CD,Toko Maju Jaya,10000.0,367180.0,0.0,Pemasukan,367180.0,Pembayaran lunas
604.0,2024-12-21,Pak Dedi,H 4444 DD,Warung Lesehan Berkah,10000.0,368128.0,0.0,Pemasukan,368128.0,Pembayaran lunas
605.0,2024-12-22,Pak Andi,H 5678 XY,Cuci Truk,8400.0,0.0,65962.0,Pengeluaran,-65962.0,Biaya cuci truk
606.0,2024-12-22,Pak Joko,H 1111 AA,Depot Tirta Jaya,8000.0,353191.0,0.0,Pemasukan,353191.0,Pembayaran lunas
607.0,2024-12-23,Pak Budi,H 1111 AA,Toko Maju Jaya,6000.0,294630.0,0.0,Pemasukan,294630.0,Pembayaran lunas
608.0,2024-12-23,Pak Dedi,H 1234 CD,Isi Solar,8400.0,0.0,57768.0,Pengeluaran,-57768.0,Biaya isi solar
609.0,2024-12-23,Pak Budi,H 3333 CC,Toko Maju Jaya,8000.0,396479.0,0.0,Pemasukan,396479.0,Pembayaran lunas
610.0,2024-12-24,Pak Hendra,H 1111 AA,Depot Air Sehat,10000.0,374098.0,0.0,Pemasukan,374098.0,Pembayaran lunas
611.0,2024-12-24,Pak Slamet,H 3333 CC,Warung Lesehan Berkah,6000.0,392739.0,0.0,Pemasukan,392739.0,Pembayaran lunas
612.0,2024-12-24,Pak Eko,H 3333 CC,Toko Maju Jaya,6000.0,306745.0,0.0,Pemasukan,306745.0,Pembayaran lunas
613.0,2024-12-24,Pak Eko,H 2222 BB,Isi Solar,8400.0,0.0,177397.0,Pengeluaran,-177397.0,Biaya isi solar
614.0,2024-12-25,Pak Hendra,H 5678 XY,Toko Sumber Rejeki,6000.0,326345.0,0.0,Pemasukan,326345.0,Pembayaran lunas
615.0,2024-12-25,Pak Joko,H 2222 BB,Toko Sumber Rejeki,8000.0,330751.0,0.0,Pemasukan,330751.0,Pembayaran lunas
616.0,2024-12-26,Pak Eko,H 1234 CD,Depot Tirta Jaya,6000.0,315261.0,0.0,Pemasukan,315261.0,Pembayaran lunas
617.0,2024-12-26,Pak Budi,H 5678 XY,Toko Sumber Rejeki,8000.0,358673.0,0.0,Pemasukan,358673.0,Pembayaran lunas
618.0,2024-12-26,Pak Dedi,H 4444 DD,Toko Maju Jaya,6000.0,296679.0,0.0,Pemasukan,296679.0,Pembayaran lunas
619.0,2024-12-27,Pak Andi,H 3333 CC,Warung Bu Darmi,6000.0,369302.0,0.0,Pemasukan,369302.0,Pembayaran lunas
620.0,2024-12-27,Pak Andi,H 1234 CD,Ganti Oli,8400.0,0.0,120914.0,Pengeluaran,-120914.0,Biaya ganti oli
621.0,2024-12-27,Pak Eko,H 3333 CC,Warung Bu Darmi,8000.0,344842.0,0.0,Pemasukan,344842.0,Pembayaran lunas
622.0,2024-12-27,Pak Dedi,H 2222 BB,Warung Bu Darmi,10000.0,363729.0,0.0,Pemasukan,363729.0,Pembayaran lunas
623.0,2024-12-28,Pak Dedi,H 1234 CD,Toko Sumber Rejeki,6000.0,324940.0,0.0,Pemasukan,324940.0,Pembayaran lunas
624.0,2024-12-28,Pak Joko,H 4444 DD,Warung Makan Sari Rasa,8000.0,313944.0,0.0,Pemasukan,313944.0,Pembayaran lunas
625.0,2024-12-28,Pak Joko,H 1234 CD,Warung Lesehan Berkah,6000.0,358901.0,0.0,Pemasukan,358901.0,Pembayaran lunas
626.0,2024-12-29,Pak Dedi,H 3333 CC,Warung Lesehan Berkah,10000.0,387232.0,0.0,Pemasukan,387232.0,Pembayaran lunas
627.0,2024-12-29,Pak Joko,H 4444 DD,Toko Maju Jaya,8000.0,383036.0,0.0,Pemasukan,383036.0,Pembayaran lunas
628.0,2024-12-29,Pak Rudi,H 1111 AA,Warung Lesehan Berkah,8000.0,383696.0,0.0,Pemasukan,383696.0,Pembayaran lunas
629.0,2024-12-30,Pak Dedi,H 1234 CD,Toko Maju Jaya,8000.0,371932.0,0.0,Pemasukan,371932.0,Pembayaran lunas
630.0,2024-12-30,Pak Rudi,H 3333 CC,Toko Sumber Rejeki,10000.0,291281.0,0.0,Pemasukan,291281.0,Pembayaran lunas
631.0,2024-12-30,Pak Andi,H 1111 AA,Depot Air Sehat,10000.0,336508.0,0.0,Pemasukan,336508.0,Pembayaran lunas
632.0,2024-12-31,Pak Andi,H 2222 BB,Depot Air Sehat,8000.0,318687.0,0.0,Pemasukan,318687.0,Pembayaran lunas
633.0,2024-12-31,Pak Budi,H 1111 AA,Warung Makan Sari Rasa,6000.0,386323.0,0.0,Pemasukan,386323.0,Pembayaran lunas
634.0,2024-01-01,Pak Budi,H 1111 AA,Warung Lesehan Berkah,10000.0,296759.0,0.0,Pemasukan,296759.0,Pembayaran lunas
635.0,2024-01-01,Pak Slamet,H 3333 CC,Toko Maju Jaya,10000.0,336257.0,0.0,Pemasukan,336257.0,Pembayaran lunas
636.0,2024-01-01,Pak Joko,H 1234 CD,Warung Makan Sari Rasa,6000.0,389173.0,0.0,Pemasukan,389173.0,Pembayaran lunas
637.0,2024-01-02,Pak Joko,H 4444 DD,Toko Maju Jaya,10000.0,321365.0,0.0,Pemasukan,321365.0,Pembayaran lunas
638.0,2024-01-02,Pak Slamet,H 2222 BB,Isi Solar,8400.0,0.0,120986.0,Pengeluaran,-120986.0,Biaya isi solar
639.0,2024-01-02,Pak Joko,H 3333 CC,Depot Air Segar,8000.0,293888.0,0.0,Pemasukan,293888.0,Pembayaran lunas
640.0,2024-01-03,Pak Rudi,H 1234 CD,Depot Air Segar,6000.0,297756.0,0.0,Pemasukan,297756.0,Pembayaran lunas
641.0,2024-01-03,Pak Hendra,H 4444 DD,Warung Bu Darmi,8000.0,304678.0,0.0,Pemasukan,304678.0,Pembayaran lunas
642.0,2024-01-03,Pak Slamet,H 5678 XY,Warung Makan Sari Rasa,8000.0,383163.0,0.0,Pemasukan,383163.0,Pembayaran lunas
643.0,2024-01-03,Pak Slamet,H 1234 CD,Toko Maju Jaya,8000.0,369903.0,0.0,Pemasukan,369903.0,Pembayaran lunas
644.0,2024-01-04,Pak Dedi,H 3333 CC,Depot Air Segar,6000.0,376108.0,0.0,Pemasukan,376108.0,Pembayaran lunas
645.0,2024-01-04,Pak Joko,H 1111 AA,Depot Air Sehat,10000.0,361960.0,0.0,Pemasukan,361960.0,Pembayaran lunas
646.0,2024-01-05,Pak Rudi,H 4444 DD,Depot Air Segar,6000.0,285540.0,0.0,Pemasukan,285540.0,Pembayaran lunas
647.0,2024-01-05,Pak Andi,H 1111 AA,Toko Sumber Rejeki,6000.0,302277.0,0.0,Pemasukan,302277.0,Pembayaran lunas
648.0,2024-01-05,Pak Budi,H 1111 AA,Warung Lesehan Berkah,6000.0,290843.0,0.0,Pemasukan,290843.0,Pembayaran lunas
649.0,2024-01-05,Pak Andi,H 1234 CD,Depot Air Segar,10000.0,323612.0,0.0,Pemasukan,323612.0,Pembayaran lunas
650.0,2024-01-06,Pak Andi,H 3333 CC,Toko Maju Jaya,8000.0,344661.0,0.0,Pemasukan,344661.0,Pembayaran lunas
651.0,2024-01-06,Pak Dedi,H 2222 BB,Toko Maju Jaya,8000.0,318301.0,0.0,Pemasukan,318301.0,Pembayaran lunas
652.0,2024-01-06,Pak Rudi,H 3333 CC,Servis Mesin,8400.0,0.0,233022.0,Pengeluaran,-233022.0,Biaya servis mesin
653.0,2024-01-06,Pak Joko,H 4444 DD,Toko Sumber Rejeki,10000.0,285212.0,0.0,Pemasukan,285212.0,Pembayaran lunas
654.0,2024-01-07,Pak Dedi,H 1234 CD,Warung Bu Darmi,10000.0,396010.0,0.0,Pemasukan,396010.0,Pembayaran lunas
655.0,2024-01-07,Pak Andi,H 3333 CC,Isi Solar,8400.0,0.0,203895.0,Pengeluaran,-203895.0,Biaya isi solar
656.0,2024-01-07,Pak Eko,H 5678 XY,Warung Lesehan Berkah,8000.0,332132.0,0.0,Pemasukan,332132.0,Pembayaran lunas
657.0,2024-01-07,Pak Joko,H 5678 XY,Toko Maju Jaya,10000.0,322742.0,0.0,Pemasukan,322742.0,Pembayaran lunas
658.0,2024-01-08,Pak Eko,H 4444 DD,Cuci Truk,8400.0,0.0,78784.0,Pengeluaran,-78784.0,Biaya cuci truk
659.0,2024-01-08,Pak Hendra,H 2222 BB,Depot Tirta Jaya,6000.0,313980.0,0.0,Pemasukan,313980.0,Pembayaran lunas
660.0,2024-01-08,Pak Budi,H 1111 AA,Warung Lesehan Berkah,10000.0,391992.0,0.0,Pemasukan,391992.0,Pembayaran lunas
661.0,2024-01-08,Pak Hendra,H 5678 XY,Warung Lesehan Berkah,8000.0,326388.0,0.0,Pemasukan,326388.0,Pembayaran lunas
662.0,2024-01-09,Pak Hendra,H 4444 DD,Servis Mesin,8400.0,0.0,121636.0,Pengeluaran,-121636.0,Biaya servis mesin
663.0,2024-01-09,Pak Joko,H 4444 DD,Toko Sumber Rejeki,6000.0,383554.0,0.0,Pemasukan,383554.0,Pembayaran lunas
664.0,2024-01-09,Pak Eko,H 1234 CD,Servis Mesin,8400.0,0.0,155367.0,Pengeluaran,-155367.0,Biaya servis mesin
665.0,2024-01-09,Pak Slamet,H 1234 CD,Ganti Oli,8400.0,0.0,235534.0,Pengeluaran,-235534.0,Biaya ganti oli
666.0,2024-01-10,Pak Rudi,H 5678 XY,Warung Lesehan Berkah,6000.0,381466.0,0.0,Pemasukan,381466.0,Pembayaran lunas
667.0,2024-01-10,Pak Budi,H 1111 AA,Warung Lesehan Berkah,10000.0,395005.0,0.0,Pemasukan,395005.0,Pembayaran lunas
668.0,2024-01-11,Pak Rudi,H 4444 DD,Cuci Truk,8400.0,0.0,100179.0,Pengeluaran,-100179.0,Biaya cuci truk
669.0,2024-01-11,Pak Eko,H 2222 BB,Cuci Truk,8400.0,0.0,161993.0,Pengeluaran,-161993.0,Biaya cuci truk
670.0,2024-01-12,Pak Budi,H 1111 AA,Toko Maju Jaya,8000.0,393284.0,0.0,Pemasukan,393284.0,Pembayaran lunas
671.0,2024-01-12,Pak Slamet,H 2222 BB,Depot Air Segar,10000.0,381455.0,0.0,Pemasukan,381455.0,Pembayaran lunas
672.0,2024-01-12,Pak Hendra,H 5678 XY,Warung Lesehan Berkah,8000.0,383697.0,0.0,Pemasukan,383697.0,Pembayaran lunas
673.0,2024-01-12,Pak Dedi,H 4444 DD,Toko Maju Jaya,8000.0,300638.0,0.0,Pemasukan,300638.0,Pembayaran lunas
674.0,2024-01-13,Pak Slamet,H 1234 CD,Toko Maju Jaya,8000.0,297215.0,0.0,Pemasukan,297215.0,Pembayaran lunas
675.0,2024-01-13,Pak Andi,H 1111 AA,Isi Solar,8400.0,0.0,136355.0,Pengeluaran,-136355.0,Biaya isi solar
676.0,2024-01-13,Pak Joko,H 5678 XY,Depot Air Segar,8000.0,337186.0,0.0,Pemasukan,337186.0,Pembayaran lunas
677.0,2024-01-13,Pak Hendra,H 1111 AA,Warung Makan Sari Rasa,8000.0,374317.0,0.0,Pemasukan,374317.0,Pembayaran lunas
678.0,2024-01-14,Pak Slamet,H 1234 CD,Warung Bu Darmi,10000.0,378187.0,0.0,Pemasukan,378187.0,Pembayaran lunas
679.0,2024-01-14,Pak Slamet,H 1111 AA,Depot Air Sehat,10000.0,356870.0,0.0,Pemasukan,356870.0,Pembayaran lunas
680.0,2024-01-14,Pak Andi,H 2222 BB,Warung Bu Darmi,8000.0,331781.0,0.0,Pemasukan,331781.0,Pembayaran lunas
681.0,2024-01-15,Pak Eko,H 1111 AA,Warung Makan Sari Rasa,10000.0,344353.0,0.0,Pemasukan,344353.0,Pembayaran lunas
682.0,2024-01-15,Pak Andi,H 4444 DD,Warung Lesehan Berkah,8000.0,354299.0,0.0,Pemasukan,354299.0,Pembayaran lunas
683.0,2024-01-15,Pak Budi,H 2222 BB,Toko Sumber Rejeki,8000.0,323501.0,0.0,Pemasukan,323501.0,Pembayaran lunas
684.0,2024-01-16,Pak Slamet,H 1111 AA,Depot Air Sehat,6000.0,336518.0,0.0,Pemasukan,336518.0,Pembayaran lunas
685.0,2024-01-16,Pak Andi,H 3333 CC,Depot Air Segar,6000.0,352724.0,0.0,Pemasukan,352724.0,Pembayaran lunas
686.0,2024-01-16,Pak Rudi,H 4444 DD,Warung Makan Sari Rasa,6000.0,315173.0,0.0,Pemasukan,315173.0,Pembayaran lunas
687.0,2024-01-17,Pak Dedi,H 3333 CC,Depot Air Segar,10000.0,311347.0,0.0,Pemasukan,311347.0,Pembayaran lunas
688.0,2024-01-17,Pak Eko,H 1234 CD,Warung Makan Sari Rasa,8000.0,309079.0,0.0,Pemasukan,309079.0,Pembayaran lunas
689.0,2024-01-18,Pak Budi,H 3333 CC,Toko Maju Jaya,8000.0,317898.0,0.0,Pemasukan,317898.0,Pembayaran lunas
690.0,2024-01-18,Pak Eko,H 1234 CD,Toko Maju Jaya,6000.0,292259.0,0.0,Pemasukan,292259.0,Pembayaran lunas
691.0,2024-01-18,Pak Slamet,H 5678 XY,Depot Air Segar,8000.0,354166.0,0.0,Pemasukan,354166.0,Pembayaran lunas
692.0,2024-01-19,Pak Eko,H 3333 CC,Ganti Oli,8400.0,0.0,117315.0,Pengeluaran,-117315.0,Biaya ganti oli
693.0,2024-01-19,Pak Hendra,H 3333 CC,Warung Bu Darmi,8000.0,312600.0,0.0,Pemasukan,312600.0,Pembayaran lunas
694.0,2024-01-19,Pak Andi,H 5678 XY,Warung Bu Darmi,6000.0,346868.0,0.0,Pemasukan,346868.0,Pembayaran lunas
695.0,2024-01-19,Pak Dedi,H 4444 DD,Cuci Truk,8400.0,0.0,56818.0,Pengeluaran,-56818.0,Biaya cuci truk
696.0,2024-01-20,Pak Joko,H 4444 DD,Toko Maju Jaya,6000.0,357908.0,0.0,Pemasukan,357908.0,Pembayaran lunas
697.0,2024-01-20,Pak Budi,H 5678 XY,Isi Solar,8400.0,0.0,181282.0,Pengeluaran,-181282.0,Biaya isi solar
698.0,2024-01-20,Pak Andi,H 1234 CD,Warung Makan Sari Rasa,8000.0,324825.0,0.0,Pemasukan,324825.0,Pembayaran lunas
699.0,2024-01-20,Pak Rudi,H 2222 BB,Toko Maju Jaya,10000.0,343715.0,0.0,Pemasukan,343715.0,Pembayaran lunas
700.0,2024-01-21,Pak Andi,H 2222 BB,Toko Maju Jaya,8000.0,385188.0,0.0,Pemasukan,385188.0,Pembayaran lunas
701.0,2024-01-21,Pak Slamet,H 2222 BB,Toko Maju Jaya,6000.0,320233.0,0.0,Pemasukan,320233.0,Pembayaran lunas
702.0,2024-01-21,Pak Joko,H 3333 CC,Toko Maju Jaya,8000.0,379003.0,0.0,Pemasukan,379003.0,Pembayaran lunas
703.0,2024-01-22,Pak Hendra,H 2222 BB,Depot Air Sehat,10000.0,327711.0,0.0,Pemasukan,327711.0,Pembayaran lunas
704.0,2024-01-22,Pak Rudi,H 2222 BB,Depot Air Sehat,6000.0,395472.0,0.0,Pemasukan,395472.0,Pembayaran lunas
705.0,2024-01-22,Pak Dedi,H 5678 XY,Warung Makan Sari Rasa,8000.0,299527.0,0.0,Pemasukan,299527.0,Pembayaran lunas
706.0,2024-01-22,Pak Andi,H 1234 CD,Toko Sumber Rejeki,8000.0,307276.0,0.0,Pemasukan,307276.0,Pembayaran lunas
707.0,2024-01-23,Pak Budi,H 1234 CD,Toko Sumber Rejeki,10000.0,386638.0,0.0,Pemasukan,386638.0,Pembayaran lunas
708.0,2024-01-23,Pak Hendra,H 2222 BB,Depot Air Segar,10000.0,299750.0,0.0,Pemasukan,299750.0,Pembayaran lunas
709.0,2024-01-24,Pak Andi,H 3333 CC,Warung Makan Sari Rasa,10000.0,354334.0,0.0,Pemasukan,354334.0,Pembayaran lunas
710.0,2024-01-24,Pak Joko,H 1111 AA,Toko Sumber Rejeki,8000.0,285250.0,0.0,Pemasukan,285250.0,Pembayaran lunas
711.0,2024-01-25,Pak Eko,H 5678 XY,Cuci Truk,8400.0,0.0,67908.0,Pengeluaran,-67908.0,Biaya cuci truk
712.0,2024-01-25,Pak Andi,H 5678 XY,Cuci Truk,8400.0,0.0,161425.0,Pengeluaran,-161425.0,Biaya cuci truk
713.0,2024-01-25,Pak Andi,H 2222 BB,Toko Maju Jaya,6000.0,384995.0,0.0,Pemasukan,384995.0,Pembayaran lunas
714.0,2024-01-25,Pak Dedi,H 1111 AA,Perbaikan Ban,8400.0,0.0,86500.0,Pengeluaran,-86500.0,Biaya perbaikan ban
715.0,2024-01-26,Pak Joko,H 3333 CC,Servis Mesin,8400.0,0.0,126304.0,Pengeluaran,-126304.0,Biaya servis mesin
716.0,2024-01-26,Pak Dedi,H 4444 DD,Depot Tirta Jaya,6000.0,304465.0,0.0,Pemasukan,304465.0,Pembayaran lunas
717.0,2024-01-26,Pak Slamet,H 2222 BB,Cuci Truk,8400.0,0.0,216332.0,Pengeluaran,-216332.0,Biaya cuci truk
718.0,2024-01-26,Pak Rudi,H 2222 BB,Depot Air Sehat,10000.0,375938.0,0.0,Pemasukan,375938.0,Pembayaran lunas
719.0,2024-01-27,Pak Rudi,H 1234 CD,Servis Mesin,8400.0,0.0,233784.0,Pengeluaran,-233784.0,Biaya servis mesin
720.0,2024-01-27,Pak Andi,H 2222 BB,Depot Air Sehat,8000.0,387843.0,0.0,Pemasukan,387843.0,Pembayaran lunas
721.0,2024-01-28,Pak Slamet,H 3333 CC,Toko Sumber Rejeki,6000.0,298224.0,0.0,Pemasukan,298224.0,Pembayaran lunas
722.0,2024-01-28,Pak Andi,H 4444 DD,Toko Sumber Rejeki,10000.0,374088.0,0.0,Pemasukan,374088.0,Pembayaran lunas
723.0,2024-01-28,Pak Dedi,H 1234 CD,Warung Makan Sari Rasa,8000.0,379814.0,0.0,Pemasukan,379814.0,Pembayaran lunas
724.0,2024-01-29,Pak Rudi,H 1234 CD,Servis Mesin,8400.0,0.0,228613.0,Pengeluaran,-228613.0,Biaya servis mesin
725.0,2024-01-29,Pak Slamet,H 1234 CD,Toko Maju Jaya,10000.0,346034.0,0.0,Pemasukan,346034.0,Pembayaran lunas
726.0,2024-01-30,Pak Rudi,H 4444 DD,Depot Air Segar,8000.0,342438.0,0.0,Pemasukan,342438.0,Pembayaran lunas
727.0,2024-01-30,Pak Dedi,H 4444 DD,Cuci Truk,8400.0,0.0,188263.0,Pengeluaran,-188263.0,Biaya cuci truk
728.0,2024-01-31,Pak Budi,H 5678 XY,Toko Sumber Rejeki,6000.0,399849.0,0.0,Pemasukan,399849.0,Pembayaran lunas
729.0,2024-01-31,Pak Dedi,H 2222 BB,Warung Makan Sari Rasa,6000.0,391183.0,0.0,Pemasukan,391183.0,Pembayaran lunas
730.0,2024-01-31,Pak Joko,H 1111 AA,Ganti Oli,8400.0,0.0,55139.0,Pengeluaran,-55139.0,Biaya ganti oli
731.0,2024-01-31,Pak Budi,H 5678 XY,Depot Air Segar,10000.0,331192.0,0.0,Pemasukan,331192.0,Pembayaran lunas
732.0,2024-02-01,Pak Eko,H 5678 XY,Ganti Oli,8400.0,0.0,73900.0,Pengeluaran,-73900.0,Biaya ganti oli
733.0,2024-02-01,Pak Slamet,H 4444 DD,Warung Bu Darmi,8000.0,367678.0,0.0,Pemasukan,367678.0,Pembayaran lunas
734.0,2024-02-02,Pak Budi,H 5678 XY,Warung Makan Sari Rasa,10000.0,397614.0,0.0,Pemasukan,397614.0,Pembayaran lunas
735.0,2024-02-02,Pak Hendra,H 2222 BB,Toko Sumber Rejeki,8000.0,396670.0,0.0,Pemasukan,396670.0,Pembayaran lunas
736.0,2024-02-03,Pak Dedi,H 3333 CC,Depot Air Segar,6000.0,364619.0,0.0,Pemasukan,364619.0,Pembayaran lunas
737.0,2024-02-03,Pak Slamet,H 5678 XY,Depot Air Segar,10000.0,385536.0,0.0,Pemasukan,385536.0,Pembayaran lunas
738.0,2024-02-03,Pak Rudi,H 1111 AA,Toko Maju Jaya,8000.0,288461.0,0.0,Pemasukan,288461.0,Pembayaran lunas
739.0,2024-02-03,Pak Budi,H 5678 XY,Ganti Oli,8400.0,0.0,161431.0,Pengeluaran,-161431.0,Biaya ganti oli
740.0,2024-02-04,Pak Dedi,H 1111 AA,Warung Makan Sari Rasa,8000.0,332332.0,0.0,Pemasukan,332332.0,Pembayaran lunas
741.0,2024-02-04,Pak Slamet,H 2222 BB,Warung Bu Darmi,8000.0,366916.0,0.0,Pemasukan,366916.0,Pembayaran lunas
742.0,2024-02-04,Pak Andi,H 5678 XY,Warung Makan Sari Rasa,10000.0,330976.0,0.0,Pemasukan,330976.0,Pembayaran lunas
743.0,2024-02-04,Pak Joko,H 1111 AA,Depot Air Sehat,10000.0,315923.0,0.0,Pemasukan,315923.0,Pembayaran lunas
744.0,2024-02-05,Pak Hendra,H 1234 CD,Perbaikan Ban,8400.0,0.0,222258.0,Pengeluaran,-222258.0,Biaya perbaikan ban
745.0,2024-02-05,Pak Slamet,H 1234 CD,Ganti Oli,8400.0,0.0,128121.0,Pengeluaran,-128121.0,Biaya ganti oli
746.0,2024-02-06,Pak Budi,H 3333 CC,Depot Tirta Jaya,6000.0,394420.0,0.0,Pemasukan,394420.0,Pembayaran lunas
747.0,2024-02-06,Pak Eko,H 2222 BB,Servis Mesin,8400.0,0.0,247036.0,Pengeluaran,-247036.0,Biaya servis mesin
748.0,2024-02-06,Pak Dedi,H 5678 XY,Warung Makan Sari Rasa,8000.0,314148.0,0.0,Pemasukan,314148.0,Pembayaran lunas
749.0,2024-02-07,Pak Slamet,H 4444 DD,Depot Air Sehat,6000.0,373191.0,0.0,Pemasukan,373191.0,Pembayaran lunas
750.0,2024-02-07,Pak Eko,H 1111 AA,Toko Maju Jaya,6000.0,287114.0,0.0,Pemasukan,287114.0,Pembayaran lunas
751.0,2024-02-07,Pak Eko,H 4444 DD,Servis Mesin,8400.0,0.0,191125.0,Pengeluaran,-191125.0,Biaya servis mesin
752.0,2024-02-08,Pak Joko,H 1111 AA,Perbaikan Ban,8400.0,0.0,166498.0,Pengeluaran,-166498.0,Biaya perbaikan ban
753.0,2024-02-08,Pak Dedi,H 4444 DD,Toko Maju Jaya,8000.0,317935.0,0.0,Pemasukan,317935.0,Pembayaran lunas
